##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	pc33_read2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	404640790
Sequences flagged as poor quality	0
Sequence length	150
%GC	46
>>END_MODULE
>>Per base sequence quality	warn
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
114	25.269048669067693	24.0	12.0	40.0	12.0	40.0
115	25.25668724104656	24.0	12.0	40.0	12.0	40.0
116	25.259034676163022	24.0	12.0	40.0	12.0	40.0
117	25.2530650011829	24.0	12.0	40.0	12.0	40.0
118	25.22542386791999	24.0	12.0	40.0	12.0	40.0
119	25.221244383197256	24.0	12.0	40.0	12.0	40.0
120	25.20229884387088	24.0	12.0	40.0	12.0	40.0
121	25.205675937910264	24.0	12.0	40.0	12.0	40.0
122	25.224139019696953	24.0	12.0	40.0	12.0	40.0
123	25.22692615344093	24.0	12.0	40.0	12.0	40.0
124	25.232610231904697	24.0	12.0	40.0	12.0	40.0
125	25.2549423650542	24.0	12.0	40.0	12.0	40.0
126	25.27975073892081	24.0	12.0	40.0	12.0	40.0
127	25.3020044271859	24.0	12.0	40.0	12.0	40.0
128	25.33158702561845	24.0	12.0	40.0	12.0	40.0
129	25.374309460991316	24.0	12.0	40.0	12.0	40.0
130	25.40922990981705	24.0	12.0	40.0	12.0	40.0
131	25.452226721878436	24.0	12.0	40.0	12.0	40.0
132	25.501303484505357	24.0	12.0	40.0	12.0	40.0
133	25.54980882179476	24.0	12.0	40.0	12.0	40.0
134	25.58831760881052	24.0	12.0	40.0	12.0	40.0
135	25.657030375014838	24.0	12.0	40.0	12.0	40.0
136	25.723767690350744	24.0	12.0	40.0	12.0	40.0
137	25.746284317999677	24.0	12.0	40.0	12.0	40.0
138	25.841028883914547	24.0	12.0	40.0	12.0	40.0
139	25.85948285144461	24.0	12.0	40.0	12.0	40.0
140	25.981526761056394	24.0	12.0	40.0	12.0	40.0
141	26.055207340812082	24.0	12.0	40.0	12.0	40.0
142	26.13679226456631	24.0	12.0	40.0	12.0	40.0
143	26.21688643401472	24.0	12.0	40.0	12.0	40.0
144	26.312143701577885	24.0	12.0	40.0	12.0	40.0
145	26.37950569442097	24.0	12.0	40.0	12.0	40.0
146	26.493408595806667	24.0	12.0	40.0	12.0	40.0
147	26.579228678354447	24.0	12.0	40.0	12.0	40.0
148	26.66408495792033	24.0	12.0	40.0	12.0	40.0
149	26.783429189133404	24.0	12.0	40.0	12.0	40.0
150	26.884318236923175	24.0	12.0	40.0	12.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.46235089387830897
1101	2	-0.16250980979992846
1101	3	-0.25845021702246385
1101	4	-0.25143198771121433
1101	5	-0.26824088678524305
1101	6	-0.2782857974880315
1101	7	-0.2900698151781853
1101	8	-0.34843592699161263
1101	9	-0.2624445873698704
1101	10	-0.21529348560000017
1101	11	-0.2689783475809122
1101	12	-0.24171977817577783
1101	13	-0.30966739034029445
1101	14	-0.28303309304084934
1101	15	-0.308683317930047
1101	16	-0.21528139537829105
1101	17	-0.2945100900210562
1101	18	-0.2292407036644022
1101	19	-0.25614122950881324
1101	20	-0.31980713597279475
1101	21	-0.20631842460866778
1101	22	-0.26227431326212525
1101	23	-0.2785380942796607
1101	24	-0.2352612468331401
1101	25	-0.28634572464265773
1101	26	-0.38715131578350537
1101	27	-0.4424929251341112
1101	28	-0.35662302943501345
1101	29	-0.44058634948019204
1101	30	-0.293909676102281
1101	31	-0.38182329370621204
1101	32	-0.40720342432266676
1101	33	-0.3456971784631051
1101	34	-0.4070090353438829
1101	35	-0.37313514360718614
1101	36	-0.4172940056109198
1101	37	-0.4136414796524477
1101	38	-0.41564893216721543
1101	39	-0.39948784651977576
1101	40	-0.4654439000870241
1101	41	-0.4119103569310596
1101	42	-0.3830084255276702
1101	43	-0.5437719914334664
1101	44	-0.3837036979779356
1101	45	-0.4391078732223974
1101	46	-0.39792448195540686
1101	47	-0.46139485990171636
1101	48	-0.41728283858105897
1101	49	-0.4684492680536749
1101	50	-0.47777976585567217
1101	51	-0.49108119475097567
1101	52	-0.47825754734981274
1101	53	-0.5313975059276572
1101	54	-0.4619887978696653
1101	55	-0.37404477338643005
1101	56	-0.45775117083525885
1101	57	-0.4558982147571484
1101	58	-0.4571050574516562
1101	59	-0.4244202895852567
1101	60	-0.43707095902527016
1101	61	-0.41068288520251883
1101	62	-0.42559824542973956
1101	63	-0.4917181505258057
1101	64	-0.5048050509961293
1101	65	-0.48418813259990046
1101	66	-0.4162414142313686
1101	67	-0.4292500925503475
1101	68	-0.38124606127448146
1101	69	-0.44342605997517737
1101	70	-0.5605282498884243
1101	71	-0.4352374530204841
1101	72	-0.421171913712616
1101	73	-0.44233665146813905
1101	74	-0.40001290636866926
1101	75	-0.4503170551958675
1101	76	-0.48731761177215205
1101	77	-0.39850480546627765
1101	78	-0.4255443889788211
1101	79	-0.4172789256029752
1101	80	-0.4456210858464118
1101	81	-0.4827621181202346
1101	82	-0.43052556102647443
1101	83	-0.4403271799545152
1101	84	-0.3801089953727974
1101	85	-0.29561189196016713
1101	86	-0.382885335071915
1101	87	-0.38410940190253484
1101	88	-0.3981011874993321
1101	89	-0.4124097776082749
1101	90	-0.4012174692005708
1101	91	-0.4277644847035589
1101	92	-0.4124335872551619
1101	93	-0.40623531442908956
1101	94	-0.4646571318096875
1101	95	-0.39199989344309927
1101	96	-0.443895531020587
1101	97	-0.4065227585810014
1101	98	-0.4695741178521011
1101	99	-0.41256887799880815
1101	100	-0.40803136996506595
1101	101	-0.4803104276892256
1101	102	-0.47484724285815716
1101	103	-0.38130998350865397
1101	104	-0.48998604063091733
1101	105	-0.39738780947763885
1101	106	-0.3986969367587889
1101	107	-0.4271924217967644
1101	108	-0.42867329800762377
1101	109	-0.3944295035902421
1101	110	-0.39006287545325335
1101	111	-0.4410991346089652
1101	112	-0.48438788722024384
1101	113	-0.38132370173716623
1101	114	-0.3659879642496833
1101	115	-0.3663472222431601
1101	116	-0.3993403887747107
1101	117	-0.4548340936027522
1101	118	-0.3484487733253374
1101	119	-0.4184393682936509
1101	120	-0.4139928243944375
1101	121	-0.4140195573418275
1101	122	-0.38458630689968487
1101	123	-0.3637559986319694
1101	124	-0.4951570322821084
1101	125	-0.337426549889301
1101	126	-0.41129782419539396
1101	127	-0.37826172652535917
1101	128	-0.33049116581297966
1101	129	-0.4789896972969139
1101	130	-0.3290160909718338
1101	131	-0.3248090729711208
1101	132	-0.4615017859095225
1101	133	-0.4030191376315173
1101	134	-0.36243750047374945
1101	135	-0.5067428091343515
1101	136	-0.34390901433192766
1101	137	-0.38287628394747486
1101	138	-0.43210865783039765
1101	139	-0.41211698167549216
1101	140	-0.4383663931854578
1101	141	-0.4800717488505519
1101	142	-0.426560903428026
1101	143	-0.44604222436413465
1101	144	-0.4575993170497412
1101	145	-0.4883662163291227
1101	146	-0.458020997963672
1101	147	-0.6335922595760088
1101	148	-0.30257511067580367
1101	149	-0.45412127810795866
1101	150	-0.2351841668879402
1102	1	-0.0934101869027586
1102	2	-0.1886755558446751
1102	3	-0.3336313088994416
1102	4	-0.23201166365151948
1102	5	-0.2624874773705912
1102	6	-0.2569452624328292
1102	7	-0.2363469131168756
1102	8	-0.1900059614043812
1102	9	-0.2461764155933963
1102	10	-0.22430490485413657
1102	11	-0.25152356409724774
1102	12	-0.2363976248928168
1102	13	-0.3249759017021745
1102	14	-0.2643045393430299
1102	15	-0.3146107776421374
1102	16	-0.23846317889782398
1102	17	-0.34400633626053434
1102	18	-0.25055978693376346
1102	19	-0.28831570878417523
1102	20	-0.35751167182032617
1102	21	-0.2939020543382611
1102	22	-0.28823057405541874
1102	23	-0.275513224666895
1102	24	-0.28494049115297315
1102	25	-0.2999153088802018
1102	26	-0.3400238137881857
1102	27	-0.3649671379507424
1102	28	-0.318638535724439
1102	29	-0.4362868205982693
1102	30	-0.3298841109189965
1102	31	-0.3230157816335364
1102	32	-0.36185839647691154
1102	33	-0.3278853010375897
1102	34	-0.3605045808702201
1102	35	-0.4000213348158681
1102	36	-0.36884122933394536
1102	37	-0.40292848747548504
1102	38	-0.42824109711652625
1102	39	-0.4606019095497089
1102	40	-0.36647016666857724
1102	41	-0.488186451732318
1102	42	-0.4655901490316552
1102	43	-0.48941520760400437
1102	44	-0.4491442627071791
1102	45	-0.448685278225625
1102	46	-0.4491084563087213
1102	47	-0.49246382262174393
1102	48	-0.5226859610479053
1102	49	-0.4609906633727263
1102	50	-0.5281834438624315
1102	51	-0.5435059087025422
1102	52	-0.5084351596405412
1102	53	-0.5430428450826241
1102	54	-0.45921140671813276
1102	55	-0.5522624138916186
1102	56	-0.5745406618486442
1102	57	-0.5376708026373436
1102	58	-0.5813858642577543
1102	59	-0.6226856391488695
1102	60	-0.7028093647366305
1102	61	-0.6675999160566306
1102	62	-0.5970951113327736
1102	63	-0.6089403829483899
1102	64	-0.6323768738085995
1102	65	-0.6460722157786059
1102	66	-0.6139313185006863
1102	67	-0.618761919378688
1102	68	-0.5721508255822592
1102	69	-0.6327715751742069
1102	70	-0.5825649416806051
1102	71	-0.5497017668186857
1102	72	-0.5949227018508445
1102	73	-0.5458196940750888
1102	74	-0.5933842104149925
1102	75	-0.5511700452912329
1102	76	-0.5407896675207553
1102	77	-0.5468244831528111
1102	78	-0.5003249676903572
1102	79	-0.5778028224214822
1102	80	-0.44122722378367385
1102	81	-0.5438338521302768
1102	82	-0.5618968887405522
1102	83	-0.5651719660237013
1102	84	-0.5406477949757473
1102	85	-0.4350983803598183
1102	86	-0.4965781563907008
1102	87	-0.4543356168964472
1102	88	-0.5036216641149167
1102	89	-0.4912507983083856
1102	90	-0.5158753119356057
1102	91	-0.5256647731144994
1102	92	-0.4855168521729816
1102	93	-0.5325377722949298
1102	94	-0.5008058536347306
1102	95	-0.569189775254614
1102	96	-0.4784828588916987
1102	97	-0.6061020041892391
1102	98	-0.4877885699393367
1102	99	-0.5229721930377487
1102	100	-0.4908235566810042
1102	101	-0.5356818610963856
1102	102	-0.45795704375063906
1102	103	-0.46863700862742874
1102	104	-0.5404166897880884
1102	105	-0.5119493775579969
1102	106	-0.49696291016118366
1102	107	-0.4882759657911713
1102	108	-0.4856727678202297
1102	109	-0.5252543058578674
1102	110	-0.459428662462102
1102	111	-0.5259113787535554
1102	112	-0.5139055034191635
1102	113	-0.4759655446716806
1102	114	-0.44284249045872315
1102	115	-0.5646302906729339
1102	116	-0.5255328021908952
1102	117	-0.5098459487149896
1102	118	-0.3701758450457113
1102	119	-0.5396951215637316
1102	120	-0.4020477570158576
1102	121	-0.4049956001895474
1102	122	-0.4281540148922254
1102	123	-0.4696313071000908
1102	124	-0.4592238618419131
1102	125	-0.4712869665550308
1102	126	-0.4945701417303532
1102	127	-0.44515988025801434
1102	128	-0.36390364195191793
1102	129	-0.43191107665683504
1102	130	-0.3967343946084192
1102	131	-0.3829405720704848
1102	132	-0.4291097659887484
1102	133	-0.43482374446637095
1102	134	-0.40864061975689125
1102	135	-0.5561060477448336
1102	136	-0.4663600187011703
1102	137	-0.38475454710543033
1102	138	-0.5321270953308286
1102	139	-0.41481800300248395
1102	140	-0.42787687331773583
1102	141	-0.3953784335933648
1102	142	-0.3937336544110259
1102	143	-0.3960897801105894
1102	144	-0.44093297643473406
1102	145	-0.34711910897444653
1102	146	-0.6022712319797563
1102	147	-0.5944124080796769
1102	148	-0.3244997770926581
1102	149	-0.39280676873762843
1102	150	-0.40264807038114725
1103	1	-0.49708612489678217
1103	2	-0.23570627577257142
1103	3	-0.37767176067131913
1103	4	-0.2932741753856334
1103	5	-0.3110519423151814
1103	6	-0.269647368199621
1103	7	-0.31649559501796887
1103	8	-0.2450634002824401
1103	9	-0.2880233964889882
1103	10	-0.2122661302349229
1103	11	-0.3125209142766323
1103	12	-0.2782552036172916
1103	13	-0.29673838968918176
1103	14	-0.332101290912469
1103	15	-0.2961607460143796
1103	16	-0.23320667119055116
1103	17	-0.3012119530702009
1103	18	-0.26974068333851875
1103	19	-0.2786335393680801
1103	20	-0.30209060099539187
1103	21	-0.3402829150469273
1103	22	-0.28794636636101245
1103	23	-0.3065839446595433
1103	24	-0.2851158420543669
1103	25	-0.29582300527042094
1103	26	-0.42758676716567834
1103	27	-0.432344905280452
1103	28	-0.380203266176359
1103	29	-0.4162671793768453
1103	30	-0.36823196269426717
1103	31	-0.3795332123916637
1103	32	-0.36580247033320745
1103	33	-0.4095923901515093
1103	34	-0.38814683054218335
1103	35	-0.4051083719632089
1103	36	-0.37613822874215685
1103	37	-0.38435943509372095
1103	38	-0.43195179739879563
1103	39	-0.47388820741920057
1103	40	-0.40853786959456073
1103	41	-0.44892398442010517
1103	42	-0.5075649117293182
1103	43	-0.4367507868974201
1103	44	-0.4706155433011858
1103	45	-0.43556980427555914
1103	46	-0.41580012323608884
1103	47	-0.4685371239631593
1103	48	-0.45176123341590824
1103	49	-0.4506963867498115
1103	50	-0.5004633578504283
1103	51	-0.4782227057867061
1103	52	-0.48408969257499024
1103	53	-0.517316804883535
1103	54	-0.5049285057148793
1103	55	-0.568351554494356
1103	56	-0.5647441495232073
1103	57	-0.4926148885736694
1103	58	-0.40935348401434624
1103	59	-0.5217345225485559
1103	60	-0.5415192275107117
1103	61	-0.5754200929683506
1103	62	-0.4679604717421526
1103	63	-0.5845360827361681
1103	64	-0.5726885173703167
1103	65	-0.4809348596464176
1103	66	-0.4763201799094432
1103	67	-0.5575783330590802
1103	68	-0.45175294626243456
1103	69	-0.459274347914878
1103	70	-0.44232716908259206
1103	71	-0.44606980254667405
1103	72	-0.48403294485177284
1103	73	-0.4266556117028699
1103	74	-0.5097370799274721
1103	75	-0.43991231105925266
1103	76	-0.48366317764292077
1103	77	-0.42303757804997133
1103	78	-0.41696440804570756
1103	79	-0.43476919412515613
1103	80	-0.38599252784858606
1103	81	-0.42588268378516503
1103	82	-0.49464512369384295
1103	83	-0.40332096094836345
1103	84	-0.43590138486639773
1103	85	-0.43654198436692226
1103	86	-0.43690790898149956
1103	87	-0.38353635196556013
1103	88	-0.3750492930842668
1103	89	-0.48103824411633056
1103	90	-0.4124262218782526
1103	91	-0.41803512367083684
1103	92	-0.3877202667727424
1103	93	-0.40196027970710446
1103	94	-0.3786608874267081
1103	95	-0.38585050486866024
1103	96	-0.4301221070347623
1103	97	-0.3688520969560294
1103	98	-0.44424071459181746
1103	99	-0.38070957220898194
1103	100	-0.3557834134949083
1103	101	-0.4203040568108207
1103	102	-0.3939658751866091
1103	103	-0.42083782497519096
1103	104	-0.3938923938964862
1103	105	-0.47007160415523686
1103	106	-0.4156130264636566
1103	107	-0.5134013059851661
1103	108	-0.4231258045116988
1103	109	-0.49785023864591693
1103	110	-0.33946197294469016
1103	111	-0.3879645101053093
1103	112	-0.5160607917187079
1103	113	-0.4337004032246341
1103	114	-0.39938957509609807
1103	115	-0.4237462443223201
1103	116	-0.36611346146372625
1103	117	-0.44070802780573715
1103	118	-0.2866829777182076
1103	119	-0.3713246325661004
1103	120	-0.35611290148676034
1103	121	-0.3255206050036641
1103	122	-0.3946418013514368
1103	123	-0.3699874564776344
1103	124	-0.37640711925882897
1103	125	-0.33422797881264543
1103	126	-0.44911050368386896
1103	127	-0.3294071733711128
1103	128	-0.29993940843510103
1103	129	-0.34611242613353355
1103	130	-0.37883853120509414
1103	131	-0.3232758768488573
1103	132	-0.2853664972040555
1103	133	-0.3156810801917942
1103	134	-0.22596854348441298
1103	135	-0.39760062440170785
1103	136	-0.3649057607046231
1103	137	-0.27157011789283203
1103	138	-0.27423891733558037
1103	139	-0.3131094984221008
1103	140	-0.296789940540954
1103	141	-0.30905849630555693
1103	142	-0.32231516309587604
1103	143	-0.3715551014960816
1103	144	-0.3485278173402797
1103	145	-0.22743220037753886
1103	146	-0.18729924393332453
1103	147	-0.26447351616968007
1103	148	-0.23336444580209204
1103	149	-0.2807503145524777
1103	150	-0.22062750290683297
1104	1	-0.09677597513740466
1104	2	-0.11315775729113398
1104	3	-0.10578557595094651
1104	4	-0.1315991332761115
1104	5	-0.10869558716465377
1104	6	-0.1517839373991947
1104	7	-0.14008965042182808
1104	8	-0.09220742433601714
1104	9	-0.10323321436680999
1104	10	-0.1327969643492537
1104	11	-0.17429700646794544
1104	12	-0.11470378089629207
1104	13	-0.15876025152478945
1104	14	-0.19247829282920748
1104	15	-0.20268858305956883
1104	16	-0.12911385689713484
1104	17	-0.2201622380186805
1104	18	-0.14053278043745365
1104	19	-0.15583196271970934
1104	20	-0.24618236627001977
1104	21	-0.22610557420397015
1104	22	-0.19214650690288693
1104	23	-0.19703935175768805
1104	24	-0.21609365698599703
1104	25	-0.2429452755060666
1104	26	-0.24486712661359888
1104	27	-0.2778810394003699
1104	28	-0.27176015621416383
1104	29	-0.21376530534848825
1104	30	-0.20718964141958907
1104	31	-0.23016561917045664
1104	32	-0.23359121552094564
1104	33	-0.25945087473145634
1104	34	-0.28650295765663714
1104	35	-0.2409091008694233
1104	36	-0.2736970267104155
1104	37	-0.3179410141872765
1104	38	-0.3342457943937305
1104	39	-0.24502507806304408
1104	40	-0.2759068217509082
1104	41	-0.2548515229958923
1104	42	-0.3009842213345806
1104	43	-0.3290818319924611
1104	44	-0.24243490537060097
1104	45	-0.2670528960397789
1104	46	-0.24346011182691285
1104	47	-0.2838972059654239
1104	48	-0.3324446143274926
1104	49	-0.26968293925487075
1104	50	-0.304198689375184
1104	51	-0.2915545202007266
1104	52	-0.30316058715950334
1104	53	-0.28519222403757993
1104	54	-0.3053827342633255
1104	55	-0.31301372373518177
1104	56	-0.2607037619475392
1104	57	-0.3126106190627951
1104	58	-0.30386935900845913
1104	59	-0.253242466303341
1104	60	-0.41788375689353074
1104	61	-0.3777517882502579
1104	62	-0.38173937261300495
1104	63	-0.3334873328634096
1104	64	-0.36317787224902887
1104	65	-0.31590875520251416
1104	66	-0.3055609455700683
1104	67	-0.22879515560352104
1104	68	-0.272437830789638
1104	69	-0.3634555245355493
1104	70	-0.2505650118970024
1104	71	-0.33771207619602706
1104	72	-0.29481595408778816
1104	73	-0.22604820472190923
1104	74	-0.3583792917399897
1104	75	-0.2684482523581089
1104	76	-0.33516946012098714
1104	77	-0.29415035803459233
1104	78	-0.265186288995519
1104	79	-0.3382759099069972
1104	80	-0.3257806863873185
1104	81	-0.31098844627668853
1104	82	-0.3576703365488463
1104	83	-0.4036575244459364
1104	84	-0.35540362346952037
1104	85	-0.24242906393511277
1104	86	-0.3519655172938627
1104	87	-0.3204295616051773
1104	88	-0.3140875347570251
1104	89	-0.32500500297014767
1104	90	-0.3387866795422063
1104	91	-0.2264047654348289
1104	92	-0.29246791684211715
1104	93	-0.3253685961393522
1104	94	-0.29419527191584294
1104	95	-0.330761773133311
1104	96	-0.3238403875452178
1104	97	-0.2559374546779054
1104	98	-0.33976199834683385
1104	99	-0.2643595833187504
1104	100	-0.3169202224285286
1104	101	-0.23219306027374387
1104	102	-0.28316231991352225
1104	103	-0.2906200917562707
1104	104	-0.32103467442975386
1104	105	-0.3077874017456743
1104	106	-0.3201745114801078
1104	107	-0.30286152972332303
1104	108	-0.2827486094821339
1104	109	-0.25693266186764774
1104	110	-0.3143317534961376
1104	111	-0.35194633330051417
1104	112	-0.32377797088054194
1104	113	-0.36344436265368074
1104	114	-0.31616365801677304
1104	115	-0.26882482987263856
1104	116	-0.31315023688830834
1104	117	-0.3213079022857066
1104	118	-0.28036728347395723
1104	119	-0.3797969687334195
1104	120	-0.28668378784967175
1104	121	-0.30402430752637954
1104	122	-0.3225067983584893
1104	123	-0.2822976495717917
1104	124	-0.29019251043799343
1104	125	-0.274040437748301
1104	126	-0.3493836895134699
1104	127	-0.3080009452987831
1104	128	-0.32507353858342114
1104	129	-0.3224835828973305
1104	130	-0.34973118074046283
1104	131	-0.3068621425615632
1104	132	-0.26854823559696683
1104	133	-0.33905202753167174
1104	134	-0.22004856097070302
1104	135	-0.38085649433645585
1104	136	-0.27217180618767856
1104	137	-0.22705035504440474
1104	138	-0.2826503514003562
1104	139	-0.18259603284623083
1104	140	-0.3150881355707966
1104	141	-0.26117119157486357
1104	142	-0.3176451203789128
1104	143	-0.2585057112792626
1104	144	-0.30903489901806935
1104	145	-0.28323847285480497
1104	146	-0.22433747700738493
1104	147	-0.23619794908504943
1104	148	-0.18106620313261246
1104	149	-0.3035456414578306
1104	150	-0.27486854642862113
1105	1	-0.4238845849668067
1105	2	-0.18749781009528022
1105	3	-0.401525711842055
1105	4	-0.22957341916102791
1105	5	-0.21438930393213695
1105	6	-0.24405851753259356
1105	7	-0.20841630932280708
1105	8	-0.17555903818512775
