##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	pc33_read1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	404640790
Sequences flagged as poor quality	0
Sequence length	150
%GC	46
>>END_MODULE
>>Per base sequence quality	warn
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1103	40	-0.4320532255606082
1103	41	-0.47862584995848323
1103	42	-0.4477047652738051
1103	43	-0.395429617567423
1103	44	-0.41724903156929116
1103	45	-0.48374425041002667
1103	46	-0.4338790654050939
1103	47	-0.5762190593008256
1103	48	-0.5906078402755668
1103	49	-0.5090719420768934
1103	50	-0.545208001915725
1103	51	-0.5002545502506024
1103	52	-0.582735835814816
1103	53	-0.48413662936115287
1103	54	-0.4675435029083417
1103	55	-0.5501374187603147
1103	56	-0.5291627703814079
1103	57	-0.49419368677289555
1103	58	-0.50306570161613
1103	59	-0.506400766718162
1103	60	-0.579391066299106
1103	61	-0.5329304968264701
1103	62	-0.5701041696774425
1103	63	-0.5609362313319579
1103	64	-0.5931571651237562
1103	65	-0.543597456046335
1103	66	-0.6532981224180894
1103	67	-0.5932582914648101
1103	68	-0.5085209939430619
1103	69	-0.5907578010894774
1103	70	-0.5663884664092222
1103	71	-0.5039198498035908
1103	72	-0.58089285227841
1103	73	-0.5370116669118232
1103	74	-0.5133537199191238
1103	75	-0.4289449610086038
1103	76	-0.5813041485682646
1103	77	-0.570673656778439
1103	78	-0.6826291910385827
1103	79	-0.6356391855826367
1103	80	-0.5442223592340447
1103	81	-0.5349113380814785
1103	82	-0.4406125068153308
1103	83	-0.5831491619768236
1103	84	-0.5694247001595052
1103	85	-0.6194777101578488
1103	86	-0.5146846307511339
1103	87	-0.47470223430225644
1103	88	-0.554352037936436
1103	89	-0.49601063926216327
1103	90	-0.49540043725122374
1103	91	-0.5235660585357387
1103	92	-0.4961136447223069
1103	93	-0.5776520807849082
1103	94	-0.5130559484017745
1103	95	-0.6006467820756676
1103	96	-0.542282696930851
1103	97	-0.5012371026482931
1103	98	-0.6008917637372697
1103	99	-0.5764499906552558
1103	100	-0.6692787205866253
1103	101	-0.5389445574648235
1103	102	-0.5773979576566326
1103	103	-0.5932493780347805
1103	104	-0.5675825722338672
1103	105	-0.6112117455192134
1103	106	-0.6460145597986795
1103	107	-0.5934279627762358
1103	108	-0.5988511765509301
1103	109	-0.5818999925488946
1103	110	-0.6795089976317215
1103	111	-0.6139040157999922
1103	112	-0.595961595949678
1103	113	-0.523830567976173
1103	114	-0.5614926645483855
1103	115	-0.6662620344744923
1103	116	-0.5507238213140297
1103	117	-0.5396410745287383
1103	118	-0.6149784708702555
1103	119	-0.6479809179677858
1103	120	-0.6846324010602096
1103	121	-0.6241477806434865
1103	122	-0.6007340993448835
1103	123	-0.6201013981236194
1103	124	-0.5911863175257253
1103	125	-0.600538744975335
1103	126	-0.6419264764926957
1103	127	-0.5970407200590913
1103	128	-0.5719538251564522
1103	129	-0.5475017378494087
1103	130	-0.6080514985651426
1103	131	-0.5509304955733185
1103	132	-0.6878551866501397
1103	133	-0.6032843576763334
1103	134	-0.5381211629416782
1103	135	-0.6318000198417941
1103	136	-0.5856714424668219
1103	137	-0.4493540073903155
1103	138	-0.4811497458629397
1103	139	-0.37168285188062455
1103	140	-0.48641227490868033
1103	141	-0.5845728869040236
1103	142	-0.5940184640651474
1103	143	-0.5824401709075744
1103	144	-0.43159653357932015
1103	145	-0.6963301667473516
1103	146	-0.5377000162852035
1103	147	-0.5865977239703639
1103	148	-0.49094919891611966
1103	149	-0.42777093095602936
1103	150	-0.6459412577487278
1104	1	-0.01574232992711444
1104	2	0.1112021636463183
1104	3	-0.24581951549396308
1104	4	-0.2844080799682729
1104	5	-0.4529579476049861
1104	6	-0.6386792796572109
1104	7	-0.5086239044151526
1104	8	-0.448521968580458
1104	9	-0.5955527751371079
1104	10	-0.6105388549614403
1104	11	-0.6225107485824424
1104	12	-0.6890592567285339
1104	13	-0.6847492068322438
1104	14	-0.8079434587214607
1104	15	-0.8663956449490584
1104	16	-0.2123780337404071
1104	17	-0.14906533657517684
1104	18	-0.22835216456146412
1104	19	-0.20884755660564025
1104	20	-0.24171001040387807
1104	21	-0.211247076165769
1104	22	-0.24191345517537144
1104	23	-0.2693854957872688
1104	24	-0.21452462996911947
1104	25	-0.2232096689216192
1104	26	-0.31917367314622425
1104	27	-0.3538919797569804
1104	28	-0.38500358410306745
1104	29	-0.3445776398704936
1104	30	-0.3806818913052936
1104	31	-0.40050210487168414
1104	32	-0.24966274561474933
1104	33	-0.26912497384946477
1104	34	-0.35330476802337074
1104	35	-0.4634398614030175
1104	36	-0.2385174128190215
1104	37	-0.2955046353053348
1104	38	-0.3032324217746023
1104	39	-0.23162197034456256
1104	40	-0.26465720733227727
1104	41	-0.28824493607584145
1104	42	-0.25157523393555437
1104	43	-0.28544971049399237
1104	44	-0.34843789437198325
1104	45	-0.3839668591771783
1104	46	-0.33733657044723486
1104	47	-0.3597528729731252
1104	48	-0.3783862242007956
1104	49	-0.3987458632072247
1104	50	-0.42197191371405296
1104	51	-0.4086600692718889
1104	52	-0.4307164039088036
1104	53	-0.441911410146858
1104	54	-0.4661033679020079
1104	55	-0.3586541851891809
1104	56	-0.3998098478993448
1104	57	-0.3918844928779386
1104	58	-0.28529368177124326
1104	59	-0.4279288413835083
1104	60	-0.4233005695136747
1104	61	-0.36668890902159035
1104	62	-0.44521014735654063
1104	63	-0.4390471105590521
1104	64	-0.36432187032731633
1104	65	-0.3622355945986051
1104	66	-0.37679691892280687
1104	67	-0.40435386271898466
1104	68	-0.382625367315935
1104	69	-0.40128248944884604
1104	70	-0.43179657806921057
1104	71	-0.3963623096559843
1104	72	-0.47734530425496047
1104	73	-0.37223877917674386
1104	74	-0.38426762672806447
1104	75	-0.45220762534379944
1104	76	-0.4143181504753599
1104	77	-0.4164460039902913
1104	78	-0.5089787935380272
1104	79	-0.4464578017840566
1104	80	-0.4699404497804949
1104	81	-0.410600580336002
1104	82	-0.43938512400529106
1104	83	-0.48505919035037337
1104	84	-0.5011087608249198
1104	85	-0.4671824891425089
1104	86	-0.4097641970041046
1104	87	-0.4004120448888031
1104	88	-0.42207375789191914
1104	89	-0.4956844349352245
1104	90	-0.3944206533725456
1104	91	-0.4851601209748928
1104	92	-0.4804811707008376
1104	93	-0.5009777682708147
1104	94	-0.5352275407142528
1104	95	-0.5386065723201341
1104	96	-0.5098848251112003
1104	97	-0.5119349165412501
1104	98	-0.4832780573203195
1104	99	-0.5406295673240962
1104	100	-0.562230325583446
1104	101	-0.505026028978353
1104	102	-0.4648232253208846
1104	103	-0.4419533220927505
1104	104	-0.4892825492381405
1104	105	-0.4979057651746288
1104	106	-0.5038236368267981
1104	107	-0.5219740722247757
1104	108	-0.5318262911069382
1104	109	-0.49413377285968707
1104	110	-0.4629584769314583
1104	111	-0.4781671765199178
1104	112	-0.4435450562637726
1104	113	-0.4789261935309419
1104	114	-0.5383191051550256
1104	115	-0.48939069678853286
1104	116	-0.4756902851643403
1104	117	-0.45705997591067415
1104	118	-0.38140638502240165
1104	119	-0.5229544306011995
1104	120	-0.48915269216138313
1104	121	-0.4897674730514261
1104	122	-0.45257659906064873
1104	123	-0.537542082499602
1104	124	-0.4964277193136333
1104	125	-0.4955043207158596
1104	126	-0.5329066076771873
1104	127	-0.45365926975989623
1104	128	-0.45596130307059113
1104	129	-0.4786919174305133
1104	130	-0.5200033759952696
1104	131	-0.48319957688569914
1104	132	-0.4041407425779937
1104	133	-0.507953264726968
1104	134	-0.49860484427802376
1104	135	-0.6129572576676487
