##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	pc33_read1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	404640790
Sequences flagged as poor quality	0
Sequence length	150
%GC	46
>>END_MODULE
>>Per base sequence quality	warn
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1161	144	0.31566293829546765
1161	145	0.5553089519394945
1161	146	0.660806429331025
1161	147	0.5315286147477423
1161	148	0.6553587051859999
1161	149	0.675323899382331
1161	150	0.6727641358781007
1162	1	-0.15854479880940175
1162	2	-0.1615270207382835
1162	3	-0.12592444290277882
1162	4	-0.10418113084969605
1162	5	-0.08418843219582328
1162	6	0.016193040697039862
1162	7	0.01018323247132713
1162	8	0.03737537538706448
1162	9	0.03842710029058338
1162	10	0.08447712935220153
1162	11	0.09561102472312655
1162	12	-0.01908355932445005
1162	13	0.06957862244647828
1162	14	0.08660249538750975
1162	15	0.05793832771316687
1162	16	0.10496351759545064
1162	17	0.1369559896793291
1162	18	0.17003374441659957
1162	19	0.11911816138257336
1162	20	0.13909347026508811
1162	21	0.17160261238010577
1162	22	0.0728306265740386
1162	23	0.195204732449497
1162	24	0.2066479488326891
1162	25	0.1795612555212429
1162	26	0.29157394465247677
1162	27	0.32102245057524925
1162	28	0.3267472170423318
1162	29	0.3315434297904858
1162	30	0.34518626483394144
1162	31	0.29996917817000934
1162	32	0.3453590031448215
1162	33	0.3647560272938861
1162	34	0.31500301829995436
1162	35	0.33632600085631026
1162	36	0.2730013970218721
1162	37	0.34505767751103633
1162	38	0.3668603828793593
1162	39	0.31564390166397516
1162	40	0.33815677170835556
1162	41	0.3192976505934695
1162	42	0.4243422980190914
1162	43	0.37657085963525816
1162	44	0.3733226592561607
1162	45	0.329637972348543
1162	46	0.4029056347264941
1162	47	0.39132743258373637
1162	48	0.38792415517309564
1162	49	0.43987700099919635
1162	50	0.3985883605851157
1162	51	0.4031885593089086
1162	52	0.42512051345853763
1162	53	0.337472511433937
1162	54	0.36670232950479686
1162	55	0.40352050885402235
1162	56	0.40700530799218626
1162	57	0.3613677940669433
1162	58	0.413035786737904
1162	59	0.385404432618099
1162	60	0.3844035149065199
1162	61	0.37320264939931747
1162	62	0.3270935206488623
1162	63	0.33366193396047095
1162	64	0.4314574674770846
1162	65	0.3484630764035259
1162	66	0.4382228540687585
1162	67	0.40026672958505216
1162	68	0.45326790238157955
1162	69	0.3543759584933319
1162	70	0.3399935099571607
1162	71	0.44926578283418905
1162	72	0.4060295895132242
1162	73	0.41417031865518084
1162	74	0.4515917629605397
1162	75	0.4036238410552606
1162	76	0.4393412325480881
1162	77	0.3399322575986581
1162	78	0.34758956271937436
1162	79	0.35902894629341375
1162	80	0.25609146353731305
1162	81	0.2819604902285846
1162	82	0.2880164873390427
1162	83	0.3211581116064295
1162	84	0.2708588379432797
1162	85	0.24403777054832787
1162	86	0.2577085820318139
1162	87	0.27553022710800334
1162	88	0.2980181526261134
1162	89	0.3523983874579564
1162	90	0.28365914699415384
1162	91	0.3581707896253512
1162	92	0.30665589039144336
1162	93	0.27854076082508783
1162	94	0.3094570632416236
1162	95	0.2836480929297167
1162	96	0.31394824033517565
1162	97	0.28789640296347585
1162	98	0.3185406406673046
1162	99	0.31331545341538813
1162	100	0.33163200302785256
1162	101	0.33874802977663876
1162	102	0.28806769946454835
1162	103	0.31606101904247197
1162	104	0.33449136206427
1162	105	0.34506193541207253
1162	106	0.32800597560428457
1162	107	0.33027756267856034
1162	108	0.35047687077163303
1162	109	0.39241758880305966
1162	110	0.28912760876399446
1162	111	0.32976769843509857
1162	112	0.37817456464524213
1162	113	0.35573508218624283
1162	114	0.33877566391143077
1162	115	0.3365803318169398
1162	116	0.32857293859954595
1162	117	0.4171243122500208
1162	118	0.30652050097632255
1162	119	0.3298128548976216
1162	120	0.2986567019868964
1162	121	0.37721326457666393
1162	122	0.44039735859887585
1162	123	0.34408186954134834
1162	124	0.35306670525699246
1162	125	0.3884864519515929
1162	126	0.46122762441086707
1162	127	0.3541268656891283
1162	128	0.3609031905788882
1162	129	0.3801650309462623
1162	130	0.4246187329179065
1162	131	0.40163038791519057
1162	132	0.41964382240171005
1162	133	0.5478838375599828
1162	134	0.48675521564752344
1162	135	0.4562807938279967
1162	136	0.5314981870274842
1162	137	0.5035334159711908
1162	138	0.5231510565466913
1162	139	0.564506828871103
1162	140	0.4191388896826247
1162	141	0.5592838043186532
1162	142	0.4499506909612272
1162	143	0.6698121340571639
1162	144	0.56253261737249
1162	145	0.6077018779108485
1162	146	0.6277651638452966
1162	147	0.6537037754816524
1162	148	0.6235829238360573
1162	149	0.6854384144786607
1162	150	0.5792264508510918
1163	1	-0.14406704601089615
1163	2	-0.13598971118207714
1163	3	-0.1741917629242309
1163	4	0.01618791580275314
1163	5	0.04176381466261603
1163	6	0.11453843558359011
1163	7	0.08345009830871675
1163	8	0.08000626568541946
1163	9	0.19080934403923067
1163	10	0.12413114426537675
1163	11	0.0695689527775798
1163	12	0.05551758041274013
1163	13	0.18856123248827572
1163	14	0.08810704992689722
1163	15	0.1621904041051394
1163	16	0.055935007565352635
1163	17	0.19141883295815632
1163	18	0.2048307613692515
1163	19	0.2213215265713231
1163	20	0.21893921001654348
1163	21	0.25248287404862424
1163	22	0.2373383169002139
1163	23	0.19313746926381015
1163	24	0.2574851877242139
1163	25	0.2289837241242907
1163	26	0.3603814970102164
1163	27	0.344435237623415
1163	28	0.3466208149672738
1163	29	0.30914263985241774
1163	30	0.3412884270004639
1163	31	0.37455955171108
1163	32	0.34314431176581195
1163	33	0.38124666623198067
1163	34	0.4033270021632731
1163	35	0.28254664483697667
1163	36	0.3964147621080869
1163	37	0.3607810864810048
1163	38	0.40700311535240985
1163	39	0.3580079289518139
1163	40	0.3420517747495282
1163	41	0.3288901857151174
1163	42	0.37930452818663696
1163	43	0.49241745338887455
1163	44	0.3714583456732896
1163	45	0.41562241288743706
1163	46	0.3721936737747953
1163	47	0.4286501545102155
1163	48	0.3699410811845283
1163	49	0.3625421306502403
1163	50	0.3396746733819711
1163	51	0.40382305420315845
1163	52	0.42262323238207244
1163	53	0.4154447668674095
1163	54	0.38041227777928555
1163	55	0.4935955103674132
1163	56	0.39949040496989596
1163	57	0.35298691501991897
1163	58	0.35630803304590586
1163	59	0.43206384451680435
1163	60	0.3842565449333897
1163	61	0.3734842498476496
1163	62	0.4832223626586192
1163	63	0.3627453724203846
1163	64	0.38931369294641627
1163	65	0.36101669374586365
1163	66	0.41762389832140556
1163	67	0.3906225762352804
1163	68	0.4324823695001889
1163	69	0.3182823588240815
1163	70	0.3457251671755692
1163	71	0.35891864442533006
1163	72	0.3813702108596182
1163	73	0.34854256596066335
1163	74	0.30578949791938825
1163	75	0.30277781430759276
1163	76	0.34663218982750266
1163	77	0.29629435125741566
1163	78	0.2691985383448099
1163	79	0.31822580297314573
1163	80	0.2792332358942211
1163	81	0.3274348513144396
1163	82	0.2916247260514382
1163	83	0.2851972881638112
1163	84	0.24086888165514253
1163	85	0.19279321109801728
1163	86	0.2504978018906101
1163	87	0.30283117792456693
1163	88	0.2810279349641114
1163	89	0.2531472234069234
1163	90	0.3002481062160385
1163	91	0.2917121626307768
1163	92	0.25379939459593714
1163	93	0.2396701457505941
1163	94	0.29996703807167435
1163	95	0.29567231320521614
1163	96	0.2761324212450802
1163	97	0.25255212073052746
1163	98	0.19649781139694156
1163	99	0.2290676436786434
1163	100	0.2987905907332511
1163	101	0.25941968789578596
1163	102	0.28483567219574013
1163	103	0.27692450963021287
1163	104	0.2591440055932459
1163	105	0.31987187604196166
1163	106	0.1763382633355839
1163	107	0.2969855925156679
1163	108	0.27141326857696413
1163	109	0.2770384936112116
1163	110	0.3310407695378146
1163	111	0.32514796515116373
1163	112	0.30008089747913047
1163	113	0.3516958624501143
1163	114	0.311455224095635
1163	115	0.32920838083351356
1163	116	0.33303996189120966
1163	117	0.2983188387399771
1163	118	0.3620860800437171
1163	119	0.28340752649348744
1163	120	0.2555882691731881
1163	121	0.3674419808428837
1163	122	0.2731343055523858
1163	123	0.3819061154512191
1163	124	0.45347094442344726
1163	125	0.41907315497003594
1163	126	0.35065654589389084
1163	127	0.46003225119905267
1163	128	0.3973266771335311
1163	129	0.3451228986359425
1163	130	0.3532172427212501
1163	131	0.4957472658921702
1163	132	0.5122001646268153
1163	133	0.4678593317856006
1163	134	0.6440600722728931
1163	135	0.4011625421369409
1163	136	0.5331394462996499
1163	137	0.5835631687229501
1163	138	0.6199283047942714
1163	139	0.538923659308093
1163	140	0.5217644062530873
1163	141	0.5841883426482894
1163	142	0.6251940103964593
1163	143	0.5706787571299685
1163	144	0.5245274465024004
1163	145	0.5687361034013847
1163	146	0.7602290045974698
1163	147	0.6053423501691029
1163	148	0.6635339801893565
1163	149	0.8456242922056525
1163	150	0.6155857485910836
1164	1	-0.5013797027312776
1164	2	-0.41804010505650524
1164	3	-0.4042423278696319
1164	4	-0.20164106959378358
1164	5	-0.09485280824263498
1164	6	-0.049794823665877175
1164	7	-0.04125263746355756
1164	8	-0.09734396930183209
1164	9	-0.06955613974538721
1164	10	-0.032150201164043324
1164	11	-0.045882181192531846
1164	12	-0.03757938642632297
1164	13	0.04570979740727665
1164	14	-0.15061714362114031
1164	15	-0.12115794076962061
1164	16	0.13651990692130056
1164	17	0.1744151784665675
1164	18	0.16627321865398415
1164	19	0.12140236058399978
1164	20	0.1873850545282849
1164	21	0.128220232163045
1164	22	0.17527409614096
1164	23	0.14147611687036488
1164	24	0.16252185923915619
1164	25	0.15148554141529047
1164	26	0.2620404905501985
1164	27	0.2908097880616509
1164	28	0.22813070949190006
1164	29	0.3098964720695534
1164	30	0.29777263923755015
1164	31	0.2932883666642212
1164	32	0.29130063514860893
1164	33	0.20478446382893623
1164	34	0.21096081191286942
1164	35	0.2341228188156208
1164	36	0.28040786386837624
1164	37	0.3010296512052406
1164	38	0.31684135210728215
1164	39	0.22927244645050138
1164	40	0.2732567604135454
1164	41	0.28089936619964817
1164	42	0.3066546955462073
1164	43	0.3701564555592327
1164	44	0.3882701539638589
1164	45	0.24224965928959108
1164	46	0.3434549938368008
1164	47	0.3096899014074026
1164	48	0.3160924332295565
1164	49	0.38087310008057784
1164	50	0.39595061400724774
1164	51	0.41035212793767784
1164	52	0.4043870769583009
1164	53	0.3442404758749191
1164	54	0.3788167108872855
1164	55	0.349617912117381
1164	56	0.38968025263773853
1164	57	0.27348606031425504
1164	58	0.29014855053074484
1164	59	0.290629966749993
1164	60	0.36302663387082035
1164	61	0.2534227205618329
1164	62	0.30675515580729495
1164	63	0.39613970411716437
1164	64	0.30979200891548686
1164	65	0.32854534461802487
1164	66	0.37380432702246225
1164	67	0.3227150669876018
1164	68	0.40614988239651595
1164	69	0.34062375784924726
1164	70	0.31001036749092137
1164	71	0.3821157905805386
1164	72	0.4260216026156236
1164	73	0.32752258474059914
1164	74	0.3428696192986287
1164	75	0.25003014497383447
1164	76	0.33853201689541024
1164	77	0.26689018790270325
1164	78	0.32832560783295506
1164	79	0.31634912134326854
1164	80	0.30993081919475074
1164	81	0.29793806508996923
1164	82	0.287835966464268
1164	83	0.28251847462814794
1164	84	0.3835741056931994
1164	85	0.2654353747596012
1164	86	0.20667387536910908
1164	87	0.2799731304795827
1164	88	0.2574242247256713
1164	89	0.2993031957750105
1164	90	0.29378687656953417
1164	91	0.35723388907778997
1164	92	0.3482686893571838
1164	93	0.3006328739182713
1164	94	0.291464372242654
1164	95	0.28474221945052847
1164	96	0.29713276338703665
1164	97	0.2322908950226612
1164	98	0.21953252939168166
1164	99	0.3149790613733785
1164	100	0.2801327361515895
1164	101	0.3160340915311046
1164	102	0.2734993524962199
1164	103	0.23226570588054685
1164	104	0.28008683715660965
1164	105	0.3396529722769053
1164	106	0.279877566054175
1164	107	0.2882721988375252
1164	108	0.33988682150151917
1164	109	0.2975588144845318
1164	110	0.26543770051798177
1164	111	0.27966039771554563
1164	112	0.2949172942201024
1164	113	0.31716741456919806
1164	114	0.289727492159205
1164	115	0.2698472384213062
1164	116	0.3611526800283471
1164	117	0.3150855258428251
1164	118	0.2895894781993533
1164	119	0.27327350520451077
1164	120	0.2432602571824205
1164	121	0.3538370094834775
1164	122	0.35194289628027065
1164	123	0.3441674898317757
1164	124	0.40236922460286806
1164	125	0.4129303434893892
1164	126	0.3045285172829466
1164	127	0.3380550461634009
1164	128	0.36415693696015694
1164	129	0.4349072182765994
1164	130	0.42805059729868944
1164	131	0.4689230849823929
1164	132	0.36339798067476536
1164	133	0.40036236312870344
1164	134	0.41581259651660574
1164	135	0.3919677205344314
1164	136	0.40111744793526327
1164	137	0.40297354083965686
1164	138	0.4053946539102071
1164	139	0.4500677189251938
1164	140	0.40146136499847174
1164	141	0.4405000556108831
1164	142	0.46832573786275233
1164	143	0.43996616589481974
1164	144	0.5653599573028103
1164	145	0.6275834107052383
1164	146	0.604971839796498
1164	147	0.40945948001143506
1164	148	0.5823525911752512
1164	149	0.5944736748677322
1164	150	0.6409212278679064
1165	1	-0.2725141627607144
1165	2	-0.06901809344545029
1165	3	-0.051505473028065296
1165	4	0.00981416037542715
1165	5	0.09932301541252997
1165	6	0.11513470103258783
1165	7	0.04694641871783034
1165	8	0.1047074421768528
1165	9	0.1782142932408135
1165	10	0.0847133847565118
1165	11	0.14603598746869295
1165	12	0.08171812881361973
1165	13	0.13220264912941104
1165	14	0.07857356316531394
1165	15	0.09049603569891929
1165	16	0.16906142887323483
1165	17	0.15933275154480953
1165	18	0.19656184476981764
1165	19	0.18040117832132552
1165	20	0.22859552486558954
1165	21	0.18488987086548292
1165	22	0.2441213475384032
1165	23	0.1853411445765687
1165	24	0.2727341405230703
1165	25	0.25813557759399686
1165	26	0.33403847691065636
1165	27	0.25098347281948463
1165	28	0.26869769124941456
1165	29	0.3124840270042313
1165	30	0.27912209514198594
1165	31	0.3503913604501321
1165	32	0.3928049836293681
1165	33	0.25691197692624
1165	34	0.35469393512561
1165	35	0.2881997887259118
1165	36	0.34046970499998963
1165	37	0.3322623429210054
1165	38	0.37112969208139646
1165	39	0.3186192732041562
1165	40	0.2560123562817793
1165	41	0.37831102279048423
1165	42	0.3323921520299322
1165	43	0.3388148255000658
1165	44	0.2972825469345466
1165	45	0.3584937964789745
1165	46	0.4020930218516128
1165	47	0.3858176425147377
1165	48	0.33651595154866243
1165	49	0.3447908460439777
1165	50	0.3571739379431449
1165	51	0.34077028059510894
1165	52	0.38851021073224246
1165	53	0.4071361506312172
1165	54	0.3692766779774104
1165	55	0.37748290008421037
1165	56	0.4212523902699914
1165	57	0.40462233132934244
1165	58	0.391251968029767
1165	59	0.3829321003613231
1165	60	0.46546433455840486
1165	61	0.4203558588489855
1165	62	0.4997341106518469
1165	63	0.45798913374779815
1165	64	0.44548918021003914
1165	65	0.4839725281232212
1165	66	0.5289201835055017
1165	67	0.4695541060994124
1165	68	0.49123099217862887
1165	69	0.4875817897372521
1165	70	0.47013629113038036
1165	71	0.48105169478935395
1165	72	0.3989119572679982
1165	73	0.47650943178853566
1165	74	0.545567298379865
1165	75	0.3966176459160664
1165	76	0.4557379204977856
1165	77	0.4020590389832286
1165	78	0.48505614813602804
1165	79	0.544881148480794
1165	80	0.502998461962683
1165	81	0.5095133031223824
1165	82	0.40727931613066204
1165	83	0.5059016290928575
1165	84	0.4374785695548198
1165	85	0.459248228428482
1165	86	0.4501227587336807
1165	87	0.5305600672476523
1165	88	0.39926894257851586
1165	89	0.3955575667320126
1165	90	0.3690402928573704
1165	91	0.3389704068831172
1165	92	0.39590097204505525
1165	93	0.40513576681589214
1165	94	0.40775793796407456
1165	95	0.4298920137891784
1165	96	0.44504141793689556
1165	97	0.3696563130351329
1165	98	0.4207674630043421
1165	99	0.43812072494222676
1165	100	0.3279006507704274
1165	101	0.4198529136557738
1165	102	0.3546638055356617
1165	103	0.380085579764458
1165	104	0.38001235413977597
1165	105	0.3520112572473231
1165	106	0.3469884098309599
1165	107	0.38880747214048483
1165	108	0.38090478349716506
1165	109	0.30384920899603785
1165	110	0.34371103756995325
1165	111	0.32249362535706894
1165	112	0.27931964900519546
1165	113	0.2667964602617623
1165	114	0.36748313127475996
1165	115	0.3119618739045684
1165	116	0.29471005618152546
1165	117	0.33603832922402077
1165	118	0.4396532616531097
1165	119	0.4016295551182054
1165	120	0.35789660766975473
1165	121	0.3560000190646484
1165	122	0.33756554388142845
1165	123	0.3606271926283746
1165	124	0.3975269254890854
1165	125	0.38986042914693897
1165	126	0.40051051634844015
1165	127	0.3519146493733558
1165	128	0.3328118876291164
1165	129	0.4205962321305421
1165	130	0.5414266251645188
1165	131	0.41341182448626057
1165	132	0.36593862739723093
1165	133	0.4156647689020332
1165	134	0.6048496881660554
1165	135	0.5630545899616344
1165	136	0.5522969764898669
1165	137	0.414327812718966
1165	138	0.5229175654235085
1165	139	0.5555727920280056
1165	140	0.5834754723593711
1165	141	0.6259649201266235
1165	142	0.6103072493692032
1165	143	0.604021715592225
1165	144	0.7214363647831483
1165	145	0.6477911870435484
1165	146	0.6523891907807098
1165	147	0.6438688791636729
1165	148	0.7893091153295089
1165	149	0.6369495328721406
1165	150	0.8839109078204146
1166	1	-0.2582424980456963
1166	2	-0.2499381331156414
1166	3	-0.13751152978572634
1166	4	-0.10636508014309953
1166	5	0.06274964107721814
1166	6	0.03388195562539664
1166	7	0.07335227933574373
1166	8	0.036616372494989946
1166	9	0.003353491309290746
1166	10	0.10022480117229549
1166	11	0.11832261919329312
1166	12	0.02493859571700341
1166	13	0.1054482904441727
1166	14	0.07004730991626928
1166	15	-0.030106350645134228
1166	16	0.14627761665833106
1166	17	0.17809837081444613
1166	18	0.16383177086176914
1166	19	0.2280417815480007
1166	20	0.1893409653002891
1166	21	0.19995271904916478
1166	22	0.22640038729332446
1166	23	0.19459450011826362
1166	24	0.23096430969066262
1166	25	0.29194251178684283
1166	26	0.3085248991829346
1166	27	0.31317135249611994
1166	28	0.23197929670440942
1166	29	0.30165574794466465
1166	30	0.36030769069265034
1166	31	0.2907227227127578
1166	32	0.35670611416021814
1166	33	0.24251274959613056
1166	34	0.33196353529155687
1166	35	0.21286973829636935
1166	36	0.2858509954581905
1166	37	0.33399798639351275
1166	38	0.3639824249517005
1166	39	0.2701936127341469
1166	40	0.29963489860077175
1166	41	0.3045877153436507
1166	42	0.27913814150550564
1166	43	0.3236388147510709
1166	44	0.2938282180684837
1166	45	0.31208270329149457
1166	46	0.36259624174060434
1166	47	0.36666074023091966
1166	48	0.3278408307058811
1166	49	0.34741202735463617
1166	50	0.24819271470766324
1166	51	0.24691923834346596
1166	52	0.3251154312580766
1166	53	0.2781828648922229
1166	54	0.1813657617314135
1166	55	0.26850382762946623
1166	56	0.3007120249976154
1166	57	0.27655959608392067
1166	58	0.2755926151237773
1166	59	0.32752825244466877
1166	60	0.33661964892970886
1166	61	0.27438817615593436
1166	62	0.2774983937298572
1166	63	0.3569163917627023
1166	64	0.35249440958843437
1166	65	0.36700734268706015
1166	66	0.32555801304905785
1166	67	0.3709109326547484
1166	68	0.3887580282959533
1166	69	0.3272289186490589
1166	70	0.35540287637896384
1166	71	0.34907214998052893
1166	72	0.305043066081474
1166	73	0.32873160779584154
1166	74	0.22869735912360767
1166	75	0.27412270614478373
1166	76	0.3002709694376655
1166	77	0.32051853120254137
1166	78	0.312647847126474
1166	79	0.3030808465576307
1166	80	0.20748855942929012
1166	81	0.3325136093954697
1166	82	0.24534084238913678
1166	83	0.1940401502794593
1166	84	0.2362942109576167
1166	85	0.28533825612070984
1166	86	0.2902377699523093
1166	87	0.26908462032996994
1166	88	0.2790869431937111
1166	89	0.2540690472035152
1166	90	0.3370047270506369
1166	91	0.38607210192774133
1166	92	0.3398364876421951
1166	93	0.32567709071287965
1166	94	0.2934297688027243
1166	95	0.32790344884134726
1166	96	0.3277512275769219
1166	97	0.3573333065811575
1166	98	0.3213321046735018
1166	99	0.35266392699895377
1166	100	0.33548710987356145
1166	101	0.29868624484840467
1166	102	0.26928491771590046
1166	103	0.28262782296749833
1166	104	0.2865172056504939
1166	105	0.30851578995888573
1166	106	0.271117332254903
1166	107	0.37586785975463854
1166	108	0.30961696321485377
1166	109	0.3316870330264656
1166	110	0.2978120696173221
1166	111	0.3324724653334101
1166	112	0.2175008350321761
1166	113	0.36611503851589333
1166	114	0.36536844928467005
1166	115	0.4022376631425537
1166	116	0.38856053051251394
1166	117	0.3461771048836191
1166	118	0.3696453674923674
1166	119	0.349597796543371
1166	120	0.4294910319284817
1166	121	0.36900762523394093
1166	122	0.4016769469553694
1166	123	0.46180729707035084
1166	124	0.3938670093457972
1166	125	0.3836412684515196
1166	126	0.32332054009010136
1166	127	0.3817455774216647
1166	128	0.36278011248436215
1166	129	0.3468866502282886
1166	130	0.3027696749828763
1166	131	0.45222132515549873
1166	132	0.3621275361842713
1166	133	0.5016401945330315
1166	134	0.41616378771199436
1166	135	0.325151284806914
1166	136	0.4560540767428698
1166	137	0.557857986322702
1166	138	0.3892057011483594
1166	139	0.5038606208593528
1166	140	0.5324123756396091
1166	141	0.530297006636026
1166	142	0.5801037749159015
1166	143	0.4998919489868392
1166	144	0.42309739334459806
1166	145	0.5887060678943214
1166	146	0.4834528814468442
1166	147	0.5412461592175575
1166	148	0.7483448242681554
1166	149	0.7676865523957161
1166	150	0.8377317139763711
1167	1	-0.20601512312818215
1167	2	-0.23580016118946645
1167	3	-0.11567220145915513
1167	4	-0.005875078231461828
1167	5	0.027667012579499328
1167	6	0.06512409208747982
1167	7	0.08554354323864999
1167	8	0.04981508046866168
1167	9	0.05627153222913961
1167	10	0.017239079149327097
1167	11	0.09885142651407364
1167	12	0.036535295923115996
1167	13	0.0030679387401519875
1167	14	0.06611317953218787
1167	15	0.01647043339902865
1167	16	0.15657064419118427
1167	17	0.18016419456628796
1167	18	0.16321622363405908
1167	19	0.17975507671415158
1167	20	0.17431020629091165
1167	21	0.20281531854080725
1167	22	0.18555202899489842
1167	23	0.17074297740634847
1167	24	0.21675574954308274
1167	25	0.29508454060879075
1167	26	0.3115939348720005
1167	27	0.2901863144446608
1167	28	0.22023786934013856
1167	29	0.310408612394518
1167	30	0.3099216784621319
1167	31	0.2953387021542895
1167	32	0.33068220793574454
1167	33	0.25063516338870784
1167	34	0.33656504935807874
1167	35	0.22447231274214374
1167	36	0.32740031603559316
1167	37	0.331463307035321
1167	38	0.3863869250310046
1167	39	0.3144596279245988
1167	40	0.3752138586988494
1167	41	0.3650848483684044
1167	42	0.3951262515720657
1167	43	0.4067587601980449
1167	44	0.37389053001123074
1167	45	0.3512586315669779
1167	46	0.4037435734641832
1167	47	0.3834772856516935
1167	48	0.43400116307454795
1167	49	0.4030380257340127
1167	50	0.3655186768729308
1167	51	0.4032762803431922
1167	52	0.37764198705826857
1167	53	0.41135117267825194
1167	54	0.40969414685697103
1167	55	0.4375076129154607
1167	56	0.47091066350493094
1167	57	0.4716862496221452
1167	58	0.39810610700434523
1167	59	0.46610755361888323
1167	60	0.4149286367765086
1167	61	0.5382807856714464
1167	62	0.48100295138820215
1167	63	0.5503125766411259
1167	64	0.5020694224719442
1167	65	0.49295139372199515
1167	66	0.4323666685409222
1167	67	0.5745566005290677
1167	68	0.5030198778988542
1167	69	0.5411658227402789
1167	70	0.48114614204034467
1167	71	0.46881838266753917
1167	72	0.454026199449423
1167	73	0.5607246399677628
1167	74	0.49850701157655664
1167	75	0.484291457044133
1167	76	0.4649273513921237
1167	77	0.542326641958816
1167	78	0.5091881721061355
1167	79	0.5970036687510998
1167	80	0.4962147668636163
1167	81	0.42706007205393703
1167	82	0.46435081070734086
1167	83	0.41677878943053415
1167	84	0.494323126036619
1167	85	0.465555280311964
1167	86	0.46105542661134535
1167	87	0.34233527981749745
1167	88	0.42757755164732814
1167	89	0.4700244300473102
1167	90	0.42096043748582446
1167	91	0.5299402447004553
1167	92	0.4145237825235526
1167	93	0.4756886931740212
1167	94	0.4615542820654781
1167	95	0.4507549536640383
1167	96	0.4378174258374763
1167	97	0.47002043067709565
1167	98	0.38260600495750907
1167	99	0.4189077436276314
1167	100	0.3612790402832431
1167	101	0.42683545130181955
1167	102	0.42328962754433874
1167	103	0.4842303318247758
1167	104	0.4096402955152385
1167	105	0.4184241090519869
1167	106	0.374730339931201
1167	107	0.33242403863849646
1167	108	0.2955627897670503
1167	109	0.4137054029436307
1167	110	0.3941904588369738
1167	111	0.4090600711600878
1167	112	0.3546677286600364
1167	113	0.3936435767323374
1167	114	0.3754965321254602
1167	115	0.45524335486746637
1167	116	0.43835628139617455
1167	117	0.49155287581374196
1167	118	0.41907216154795535
1167	119	0.41511805797049206
1167	120	0.3630465176967448
1167	121	0.2733172417727978
1167	122	0.3800167518198627
1167	123	0.381855429131555
1167	124	0.4087850375309472
1167	125	0.4540078805307921
1167	126	0.4564640886182225
1167	127	0.43173152377005053
1167	128	0.4863937532252791
1167	129	0.3975610970415957
1167	130	0.531739328079901
1167	131	0.45609510135756537
1167	132	0.3925865875074912
1167	133	0.49055204772893646
1167	134	0.6102320974752544
1167	135	0.4744773486582865
1167	136	0.5720200494954959
1167	137	0.4827307633933593
1167	138	0.5414674182656931
1167	139	0.5602810586876146
1167	140	0.5033509640784928
1167	141	0.7343261788985274
1167	142	0.6849036096009762
1167	143	0.6097184540126008
1167	144	0.6956363059534176
1167	145	0.6107594700469541
1167	146	0.6757328570606909
1167	147	0.6769696144405373
1167	148	0.6962963886487117
1167	149	0.805818651741891
1167	150	0.6244875935500858
1168	1	-0.14899794236731623
1168	2	-0.21849310759028384
1168	3	-0.16590164299593368
1168	4	-0.08144884640492478
1168	5	0.025354204675501535
1168	6	-0.009907419446314236
1168	7	-0.0031247706351749116
1168	8	-0.08282907775239323
1168	9	0.014502434719851465
1168	10	0.08855206698923013
1168	11	0.05930506779809264
1168	12	0.08028236966930535
1168	13	0.0026951056630011294
1168	14	0.0373309115605025
1168	15	0.07323891739721233
1168	16	0.10477060445830233
1168	17	0.20506356669841352
1168	18	0.21889850756804208
1168	19	0.11890375274587939
1168	20	0.21021320074068228
1168	21	0.22815357648962475
1168	22	0.22017125179894492
1168	23	0.19824360252628992
1168	24	0.18361966725339585
1168	25	0.26365567146246605
1168	26	0.23350645995677866
1168	27	0.24269057750694856
1168	28	0.2991608113898039
1168	29	0.3244386159824728
1168	30	0.32901685156357274
1168	31	0.34902637275767745
1168	32	0.3205327227632395
1168	33	0.264413525653147
1168	34	0.3107603953992495
1168	35	0.3179261636026851
1168	36	0.20242976783933386
1168	37	0.3405041845557264
1168	38	0.2859110213558296
1168	39	0.3375490506659986
1168	40	0.3471512303437976
1168	41	0.34198500753678474
1168	42	0.32960218500973326
1168	43	0.39242760051367753
1168	44	0.34389953606915213
1168	45	0.33843725482236664
1168	46	0.325752112032454
1168	47	0.3601321931285568
1168	48	0.33591513289542263
1168	49	0.39450635085793806
1168	50	0.4112314871031657
1168	51	0.3956466843526627
1168	52	0.36296844417579877
1168	53	0.46926923304987866
1168	54	0.4487267698974762
1168	55	0.523576342710939
1168	56	0.5010978306871365
1168	57	0.415440950057139
1168	58	0.4160418300283588
1168	59	0.4457707589924844
1168	60	0.44659299360014515
1168	61	0.3076819194841818
1168	62	0.4130640776272223
1168	63	0.3547800612448775
1168	64	0.3837060121438327
1168	65	0.38527834961514174
1168	66	0.32815170399759097
1168	67	0.3539788077365209
1168	68	0.3128654159797861
1168	69	0.3204317520942759
1168	70	0.3659349312067448
1168	71	0.25424838854922527
1168	72	0.41427890208236207
1168	73	0.3236926542573002
1168	74	0.3341962921738286
1168	75	0.3156180815157441
1168	76	0.2673728814754561
1168	77	0.2861774541918294
1168	78	0.3433103483294815
1168	79	0.2985930884922787
1168	80	0.3251580585992997
